carrier_id,name,country,industry,revenue_usd,ebitda_margin,current_ratio,quick_ratio,debt_to_equity,interest_coverage,on_time_delivery_rate,lead_time_mean,lead_time_std,inventory_turnover,supplier_concentration_hhi,customer_concentration_hhi,dso,dpo,dio,cash_conversion_cycle,fill_rate,freight_cost_ratio,capacity_utilization,betweenness_centrality,clustering_coeff,pagerank,country_risk_score,natural_disaster_exposure,geopolitical_risk,port_proximity_score,carrier_failure,carrier_tenure_days,carrier_type,region,fleet_size,credit_score,damage_rate,cost_per_kg
SUP-0023,毕博诚信息有限公司,ID,Food & Beverage,137772071.08699548,0.09932532559537781,1.2378878089713063,1.0236924427139134,1.5363649871365437,7.165414210495695,0.8208498510995376,5.671108549625839,0.7621579023778706,11.694727049604184,1447.915051938693,7195.871808838483,47.85835564108008,22.194619101188202,36.31702803871833,61.98076457861021,0.9516283506734046,0.058347588426480614,0.7534305435216839,0.06528579218990221,0.24896597615446825,0.006225570551714407,0.4325297830875933,0.8395364669294673,0.4295930960497671,0.7144140129100973,0,3078,Air,AMER,203,409,0.078682293282221,5.887885176278207
SUP-0024,Ullrich,TW,Electronics,465465724.9454273,0.059370394034924535,1.5149700282305034,1.0783296005443996,1.3163308054731846,5.241746321665909,0.9151907868969325,15.3626870389469,5.780261497683944,15.800813221532758,483.49545186478673,2492.2235410551725,29.574299699542845,54.56366092012827,29.05347800469767,4.064116784112244,0.912774622155641,0.19051910179052403,0.6689832630530503,0.03487159927385701,0.2326108748889824,0.0004321540131601481,0.40432482917366236,0.6662450984382043,0.5487058957423694,0.8190652001156093,0,3005,Rail,APAC,35,505,0.05722291616376873,7.757528208346269
SUP-0025,(유) 코리아연구소,CN,Pharmaceuticals,874130389.1829127,0.20179546322127614,1.772579176607629,1.303035135746331,1.7482804337273825,1.1397039091479224,0.9504713657374385,15.950834080669802,0.9015765200522161,3.9251320048991065,2166.6280373462037,3594.1652895901034,36.840657934861824,27.58743169868021,34.09814871078123,43.35137494696285,0.843490604616584,0.09660207860020906,0.8851413869220688,0.03734947804211372,0.30676244166725974,0.00013028244310942842,0.5049339477435258,0.5818106275784892,0.4827870506378796,0.7409970781602375,0,231,Air,AMER,165,644,0.0012168130683031413,6.492455974102576
SUP-0026,菊风公司传媒有限公司,JP,Consumer Goods,334991508.93713874,0.19166600847100296,2.540202441928957,1.4529292329382189,1.5490356823396705,20.500150023708922,0.8784801115808814,15.860048234106861,3.9488222296837807,7.769685096338048,1218.8885600040426,718.4771459839019,64.50725940067527,39.71641853938569,95.7697539220213,120.56059478331088,0.8157735520227991,0.1318013042275955,0.7835664307461541,0.10009687537544203,0.3680816101923637,0.00038066281223520095,0.169007381254049,0.8732733213668272,0.2578377093334045,0.9051381828463705,0,311,Ocean,LATAM,236,362,0.20698152730957398,7.060951396287315
SUP-0027,Lachmann OHG mbH,CN,Consumer Goods,19395112.062372807,0.16303254403554543,1.628176751879069,0.9825073750003419,1.3985779911425664,1.417620693339028,0.816638172170555,27.699346861947372,8.483206670343273,6.051023574144736,1838.3454068771437,725.7868484539024,50.5516150044115,11.11724373831881,56.32129137020021,95.75566263629291,0.9552308896080854,0.06161915134859641,0.5414645821771287,0.06061569680443443,0.154166155028846,0.0013100601350949422,0.4823316728099214,0.5145145603777402,0.6258925420958903,0.8157929081763644,1,1045,Air,MEA,474,710,0.07507451901790241,2.519859719971785
SUP-0028,(유) 하나,CN,Machinery,48907451.53929796,0.03913185891697476,2.2278631274661382,1.2927963564833018,0.9188709879205712,6.268880674205845,0.9271476194234021,33.71723416137713,0.6540703823474014,6.485603950949779,2684.4208987776137,3381.442288925381,50.317291992205284,37.612051722986806,30.564818079808166,43.27005834902664,0.932366977154011,0.05852214672386832,0.8525235986409494,0.022500010438969036,0.48287912962534213,0.0005113323266688633,0.39054766176914063,0.5267843631230282,0.4736939132044308,0.8302236488789911,0,2076,Air,AMER,47,423,0.04697426067808042,7.821136319271941
SUP-0029,"Hendricks, Phillips and Mendez",MX,Pharmaceuticals,111959274.60869135,0.17645163874251948,2.279132064278322,1.7764555494849879,3.729446176410035,6.122484360179517,0.8842549110141569,10.840164390412,1.3544765425363885,8.60863271950563,6268.924711288758,1464.69166108825,78.5327820527444,28.091271863548876,39.088413995068805,89.52992418426433,0.9258545171625808,0.024763013422728766,0.7619957560935544,0.0009218939191635398,0.24588389010146178,0.005988072913025569,0.4097811944831868,0.5839846551323771,0.45087351284795674,0.6392434503984755,0,1239,Multimodal,EMEA,290,792,0.03807922642424369,2.926050152317514
SUP-0030,国讯网络有限公司,BR,Chemicals,30779390.93827814,0.08608025339686827,1.5381277971292757,1.2316963236504654,0.7187426119071378,5.587374092266586,0.8490061428375247,17.05744620705367,2.8842183375344654,3.871201351039953,3251.7908986410043,3949.3855054408027,27.617462269433293,24.71533721585815,39.8787392966869,42.78086435026204,0.945921604157964,0.05323933699679001,0.7516897560733383,7.946235208188971e-06,0.2388589312358214,0.0029050054310116964,0.5479125146249323,0.5688454076403221,0.4705295373989638,0.6232704492304634,0,1794,Air,AMER,458,702,0.004016739671682899,5.102705466932381
SUP-0031,加藤情報有限会社,PK,Machinery,31375201.440912154,0.2092746906643771,1.9707359731445122,1.1941410313340102,1.7446984476087266,3.0172278949677755,0.9328140806459229,12.706540397908936,2.8225498226829098,4.247757725687584,2695.715276674051,2222.6914216316363,24.67153154785889,32.21344728659274,27.550544049850885,20.008628311117036,0.959966572596936,0.12076446578128684,0.7469018423807172,0.0588804089336066,0.18086824312829472,0.0009564624773779912,0.7689385169574584,0.489416405100975,0.6093212688452356,0.4645732132466529,0,656,Air,APAC,404,449,0.06783804295714013,5.099401059390847
SUP-0032,주식회사 마음,US,Pharmaceuticals,125461094.40734507,0.2891824464272763,1.5325631382383296,0.943724066847593,1.1138868379570366,8.686778185799882,0.9036633455432249,8.88125036117272,1.5427196865916142,6.355842149841542,2881.088750942883,949.1909528079823,27.416666418030193,24.573531256153185,27.534365832572217,30.377500994449225,0.9593051368863729,0.19087405870459648,0.6907604245026565,0.0323217554468437,0.18394208794503683,3.8677193468954706e-05,0.1697854421634303,0.5320030619184648,0.21240725257248222,0.73967215233143,0,2675,Multimodal,APAC,462,609,0.029266115971404855,5.711954614898867
SUP-0033,유한회사 유니온연구소,DE,Chemicals,21454279.800786745,0.21806193154393838,2.451354596321704,1.585933730375781,3.879585669297452,1.286217860460422,0.9158417137281618,13.948989640505724,3.7966539423722745,6.871017486744605,5021.155353112077,4034.7852366970183,33.055883831507494,12.812868686862997,67.03816004470787,87.28117518935235,0.9413492332308105,0.16512624798615913,0.6968286629958675,0.10258217412710231,0.4988897988322453,0.0002568106432040142,0.18545857487045722,0.20820798379540856,0.08232530949683592,0.8483383625186735,0,1166,Air,LATAM,89,360,0.1515128493234301,5.304090620391346
SUP-0034,"Rodriguez, Poole and Leach",JP,Electronics,5617662.034692477,0.12849565928059564,1.9952173693613207,1.4511680515448233,0.7849859006359786,4.251776812344863,0.9356770911302557,17.043173873692645,1.9302141418051342,4.20814716358157,4431.7987310348735,4493.281820118845,14.27029000922437,43.33233731430338,32.78948259050758,3.7274352854285695,0.9687784423751064,0.006075090547618396,0.8204735819530939,0.027011160453222022,0.38507981063451885,0.0003188436860154201,0.2160610391596095,0.8599559250083016,0.2237677873735033,0.8481030209161776,0,270,Multimodal,MEA,401,354,0.031625668803687716,2.9390753078460357
SUP-0035,飞海科技信息有限公司,CN,Automotive,10543855.891959863,0.127904825415585,1.1535623771549677,0.8496435160629907,0.8683521385166727,2.854510168705814,0.9761371875056141,13.578183396963224,0.6256633255160405,10.966266042913198,5367.541024344155,3642.6430366841973,33.68419395820193,33.02309035588653,23.398029431407014,24.05913303372241,0.8699673004201287,0.022448089290692468,0.5345451068866848,0.040080348510282145,0.13272431535298884,0.00023670401700474374,0.4510304353392727,0.5379641688321002,0.533822608544441,0.7979702097914226,0,2718,Air,MEA,489,825,0.039309359019924744,2.282032045009767
SUP-0036,(주) 푸른라온코스메틱,CN,Food & Beverage,85824987.82653621,0.06183811359639975,1.7305813554045868,1.308364824393165,0.7543560270836607,2.606899662137736,0.9373297526630847,7.841337311457137,0.5041421303506215,5.99676113979791,1788.0152326828047,4090.1190431505806,29.43462514065086,26.42797261884132,39.58419126065996,42.590843782469506,0.8921200127827099,0.01734266098532206,0.7441127379686167,0.10592806027121104,0.1822507602524069,0.00096580926600217,0.5091878460663612,0.5695216724609572,0.4259514885034489,0.8026535224538814,0,3298,Air,AMER,166,741,0.08629930539932995,6.9321800133972955
SUP-0037,"Griffin, Brown and Anderson",JP,Electronics,24299992.080367304,0.1060944611919185,2.7031929504129018,2.220829325935413,1.6389880858387191,6.315445060005245,0.8845028735155761,9.662183714434326,1.6626042080256604,5.984011706477147,2082.717088316889,1627.1350860167836,50.07409993035665,20.35905652905062,42.90570825178716,72.6207516530932,0.8728236592891545,0.1178525007689972,0.7015695504992998,0.03592086242750813,0.2927536144749914,0.000996149733644623,0.22612976929273648,0.8179717319670514,0.1334592902627405,0.9155458272719549,0,83,Air,APAC,251,384,0.08779572512554536,4.918075467119136
SUP-0038,木村情報有限会社,CN,Electronics,47698950.51033113,0.14941572017992102,1.5614746912491362,0.9970203938734051,0.5922476548143115,10.611972386553415,0.9203327319032881,9.699227953438502,1.7223085730683396,8.510744253570426,1460.2497921227678,1167.2323926122829,42.138750282158185,16.644119877784,15.08420074685498,40.57883115122917,0.8641334271074365,0.10217080759167371,0.6927780645797034,0.023498650410695484,0.5970604716041283,5.888710624758355e-05,0.4459909014458562,0.5411152490026665,0.5672343444725216,0.7540195290097815,0,1610,Rail,MEA,267,455,0.03998048687675276,7.962065256029452
SUP-0039,Barkholz,VN,Metals,92263436.59312369,0.25258096773725996,1.8857290480703426,1.4098232649260907,1.0129662452536112,3.4055123239521925,0.9672126958751242,7.99469360747969,3.059217650626375,6.927824659430857,2155.6434407434144,1344.0389728951518,28.78116985689867,32.771429462394124,39.63160163478737,35.64134202929192,0.9879981675573771,0.07438775141815696,0.8267366419303335,0.01827859490714529,0.19047118551408967,0.002425108519813501,0.4393112219727589,0.576248652428051,0.41649674251031993,0.6706386555557639,0,3024,Rail,AMER,249,408,0.07767737323354293,4.382562210435795
SUP-0040,長谷川銀行株式会社,DE,Consumer Goods,11413610.15151189,0.1054212628425489,1.9420879385719474,1.3942576625329777,0.3710496144248632,8.369087614598062,0.8675432149338578,14.250183599439247,0.7328629937907118,11.23168055713391,1953.5190314982983,1988.9076514325702,46.33901848938542,57.13268582177259,62.4265063963681,51.63283906398092,0.9064430488875861,0.048280868684005974,0.8999065749068806,0.06123138471140464,0.20608097381526244,0.0007431664316827689,0.10702252436666211,0.06292385214658196,0.06698562314406481,0.8760431071469384,0,2586,Road,EMEA,148,517,0.1641254403930058,2.2198015936522135
SUP-0041,(주) 아름엔지니어링,GB,Food & Beverage,109616265.27485503,0.2137086301479372,1.2080568144675028,0.7752718766766279,1.5593246525222848,4.663622619814506,0.8877366895581221,15.015095296171753,3.418558426372712,4.633389765967901,3946.0093574771277,5369.952612094451,48.87691621243484,32.50086130563634,50.68422371076224,67.06027861756075,0.8582524047609111,0.06084831653420268,0.6461929877857994,0.014292277116343106,0.02018817051489373,0.0012404091700056663,0.0,0.26661533173529417,0.08774133525478921,0.896877436418366,0,3130,Ocean,MEA,485,460,0.11540103082350552,7.264974888424196
SUP-0042,"Mcknight, Michael and Jones",MX,Metals,51530540.37796945,0.19598642657766058,1.9217041774110086,1.5800723639930305,0.9998710930554566,2.194192796910362,0.9316722581404779,19.880886652169433,4.8060697456656305,3.674094476931876,727.705143479115,2715.7131175432814,26.91225298187153,17.23419269004161,123.3341770135891,133.01223730541903,0.8607956808765265,0.06380659866006565,0.5963816449030942,0.03424224786997839,0.5390555386541775,0.0022171413435842697,0.5140215950787922,0.5531537609204145,0.4729272109799444,0.6408279685360375,0,1533,Air,LATAM,478,480,0.06570273499094416,3.7240608348471174
SUP-0043,有限会社加藤保険,US,Consumer Goods,2043907.196067815,0.06176200757944125,1.085292411521867,0.6279990530646934,0.5527585195380985,3.6460278889100333,0.9395222321684703,7.934249955305004,2.3696515868092956,6.3287719848418,2806.780538046668,3586.6200268451003,30.047825566493138,32.78747854460044,75.60744378902172,72.86779081091441,0.9247583092874285,0.029634430077263938,0.5475078138506666,0.01859577177249598,0.4363618135819868,0.00022958650365032332,0.1860218991542407,0.46018445105011835,0.22539472104891384,0.757189791933505,0,1377,Road,LATAM,193,591,0.040853692455261804,5.317491814343874
SUP-0044,中建创业传媒有限公司,GB,Electronics,432291022.4043997,0.15237050246946954,1.3665820494374672,1.0435224739255247,2.589243224712134,3.5268717469017266,0.9668082330672795,9.127215430325757,2.5125800192443855,7.614985532430446,2656.4519685856903,3500.4839507681945,15.027092297878879,29.331523208394845,83.46830778917544,69.16387687865948,0.7943809578893172,0.25,0.48808200367219645,0.1028508529312097,0.17428981186005826,0.0047938685440735785,0.12722555457077506,0.14846336034445629,0.17427189908815632,0.8678998743950535,0,2597,Ocean,EMEA,403,403,0.014034553325317185,3.2422589243914137
SUP-0045,小林運輸合同会社,NL,Apparel,8872884.622191453,0.1874047817971284,2.276676923832758,1.7493122938789243,0.6159434392701189,2.5668310150921023,0.8663177032160463,26.503710073482278,0.5822209658597525,3.973399509680141,3980.108939147865,685.8909182908859,23.658820618665718,42.33513900023453,164.028955137603,145.35263675603417,0.8929093820260682,0.072351578520755,0.7110864287545029,0.015197467127524487,0.014472553243869634,0.0005864246137851351,0.0972337210180687,0.15861129902595544,0.10908811731553972,1.0,0,586,Road,MEA,201,785,0.005862606906278831,10.197584261344998
SUP-0046,(유) 글로벌보안,DE,Pharmaceuticals,881878.2735617189,0.13791382610823252,1.8349677145342846,1.513110630964212,2.1774755778901254,6.314107040816225,0.9493722485162218,11.220607779950987,3.0200020137254486,3.6918335038185135,1869.9578718768996,3147.5178478523103,27.194430079150703,38.19456664089484,59.09097059252214,48.090834030778005,0.8870927205616268,0.03251152366262448,0.6631063644989079,0.04162903565788866,0.14712964329935832,0.007013241609239666,0.09782618122002484,0.13464689451183665,0.17942604717955243,0.8806374920762257,0,896,Rail,AMER,398,700,0.018300098992476505,2.891332845170302
