lc_id,applicant_id,beneficiary_id,lc_amount_usd,tenor_days,commodity_hs_code,origin_country,destination_country,issue_date,expiry_date,port_origin,port_destination,applicant_credit_score,beneficiary_otif_score,historical_discrepancy_rate_applicant,historical_discrepancy_rate_beneficiary,port_congestion_origin,port_congestion_destination,freight_rate_percentile,seasonal_factor,currency_volatility,country_risk_differential,pd_adjusted,default_flag,days_to_default
LC-0000012,APP-0367,BEN-0479,18018.18869554649,60,8516,AU,US,2021-07-11,2021-09-09,Rotterdam,LA,792.0,0.8316737435927398,0.024724825741465395,0.03231568215530267,0.3059903300972524,0.32766562989032116,0.17953308622514297,1.0085278963532764,0.15429852686099063,0.06999999999999999,0.028440522063833244,0,60
LC-0000013,APP-0380,BEN-0752,31157.00741641209,90,3004,MX,CN,2020-02-06,2020-05-06,LA,Hamburg,733.0,0.9562762276766877,0.031984906848817204,0.05813028225217318,0.4539522044694761,0.3896507107708614,0.42250732120967205,1.0905983294528814,0.07059010320416426,0.04999999999999999,0.030967134383642684,0,90
LC-0000014,APP-0358,BEN-0527,46611.66801662789,30,8544,DE,DE,2021-07-06,2021-08-05,Singapore,Singapore,364.0,0.9479149651229546,0.008948264515217248,0.06157667441078087,0.501935525056658,0.5024025164063403,0.9004252403524223,1.2434538406748215,0.3501728366817173,0.0,0.040471198072814595,0,30
LC-0000015,APP-0393,BEN-0749,45150.09326896592,365,3004,ID,JP,2021-02-02,2022-02-02,Busan,Shanghai,355.0,0.8818170066014017,0.07218994761024645,0.05880321259651181,0.3178165412399846,0.3574811173164172,0.9565917902760213,0.8691345079633541,0.24510328806641962,0.35,0.04189669691282013,0,365
LC-0000016,APP-0256,BEN-0044,142139.66091959135,60,8544,BD,DE,2022-03-03,2022-05-02,Rotterdam,LA,597.0,0.8822307559703352,0.03723021836868018,0.024450635227612136,0.6501682164737955,0.17182621918374766,0.24594159504840518,0.8618995551623667,0.25282972972576595,0.55,0.03763995701151512,0,60
LC-0000017,APP-0064,BEN-0425,409202.76581797807,90,8544,TW,CN,2020-12-09,2021-03-09,Busan,Singapore,522.0,0.9812731657824819,0.024800392449895882,0.039706361633605324,0.2228020826797756,0.15412303275304587,0.5694993538687135,0.9754633218154996,0.17988660943322593,0.15000000000000002,0.0314484985101352,0,90
LC-0000018,APP-0419,BEN-0624,1069538.3075584217,180,8542,IN,IN,2021-02-07,2021-08-06,Shanghai,Hamburg,681.0,0.8743081144737833,0.06952271042025443,0.21248511416244314,0.13375994626626897,0.18365015697845355,0.365433350146977,0.9343279832110319,0.17013576631661018,0.0,0.027802166881593354,0,180
LC-0000019,APP-0225,BEN-0513,258399.6336399749,60,6204,GB,NL,2021-05-06,2021-07-05,Busan,Rotterdam,810.0,0.942055503871371,0.004275998721584859,0.06644764418073737,0.3388636223376851,0.39481875518987686,0.39643858913456,1.1730277885141933,0.26304511898018335,0.039999999999999994,0.02951136346940227,0,60
LC-0000020,APP-0250,BEN-0704,83406.42851736126,90,8703,CN,US,2022-06-03,2022-09-01,Shanghai,Busan,483.0,0.8791407120093714,0.06853625173777873,0.05254386966207823,0.48018188952173235,0.4910073037084827,0.0023166734765549535,1.1869666401220427,0.10945045337469463,0.30000000000000004,0.03656441294615463,0,90
LC-0000021,APP-0185,BEN-0370,7162.670279948403,180,8708,MY,US,2021-09-24,2022-03-23,Busan,Singapore,733.0,0.9996865476131409,0.005830349010808495,0.03452043592311739,0.32006308151899554,0.38307257067853373,0.730391747467768,0.9740651187163197,0.09085492074342952,0.19999999999999998,0.03213575499635337,0,180
LC-0000022,APP-0091,BEN-0546,180933.41382177357,90,8544,ZA,IN,2021-08-25,2021-11-23,Shanghai,LA,483.0,0.8901544886142473,0.06223010967467307,0.028232392582527615,0.3220027407429519,0.2821012459728837,0.14763330574042,1.0146329111734453,0.44245623708962334,0.15000000000000002,0.03432347949654688,0,90
LC-0000023,APP-0463,BEN-0335,169169.30387925685,60,8528,VN,CN,2020-10-05,2020-12-04,Hamburg,Rotterdam,428.0,0.8995807408157979,0.034327133969767706,0.02883245294013696,0.3488172820616724,0.39992288460076547,0.693437692908646,1.1188979514628181,0.23294679919163533,0.0,0.036320349505535546,1,16
LC-0000024,APP-0390,BEN-0697,214141.67984841374,120,6204,CN,US,2021-03-10,2021-07-08,LA,Singapore,833.0,0.8830797885115144,0.02913503348822614,0.06540368070780538,0.4328957935914865,0.2072770578038549,0.07248782336487813,0.883855893956184,0.19495693071686981,0.30000000000000004,0.029383127339547066,0,120
LC-0000025,APP-0321,BEN-0095,3833774.735988395,120,6203,CN,JP,2020-06-23,2020-10-21,Busan,Busan,438.0,0.9317828251273861,0.0061372077939738,0.004829662343630318,0.4018376232477146,0.3706378265366038,0.34301703593828803,1.0883966693202252,0.09353260063031983,0.30000000000000004,0.03582401006625715,0,120
LC-0000026,APP-0201,BEN-0203,1046429.8851969405,90,6204,BD,DE,2020-12-18,2021-03-18,LA,Singapore,378.0,0.8812708678275626,0.04229705120623747,0.0070893629080496364,0.2754324903329266,0.21271784435206592,0.866982023937465,1.079996458012594,0.25424494461687647,0.55,0.04085908240195798,0,90
LC-0000027,APP-0411,BEN-0077,528390.7666841573,30,6204,IT,NL,2022-01-09,2022-02-08,Rotterdam,Rotterdam,625.0,0.8234900862553022,0.013418862068889455,0.03285252518322055,0.21370461159438514,0.1418595868098472,0.8311603702629922,0.8804978375737181,0.16848657886478327,0.09999999999999999,0.03182109783309367,0,30
LC-0000028,APP-0272,BEN-0561,38441.170200925226,30,6203,BR,FR,2020-03-30,2020-04-29,Hamburg,Singapore,627.0,0.9860078346848089,0.22783499814693609,0.011281430954955148,0.5107308358616868,0.3199233564873822,0.15245701764971487,0.9683569713808694,0.10930084826111756,0.43000000000000005,0.03697435953535125,0,30
LC-0000029,APP-0221,BEN-0186,75395.87740725443,180,9999,TR,DE,2020-05-28,2020-11-24,Rotterdam,Busan,567.0,0.9238518423648794,0.016343908193548893,0.01745164245258913,0.1202818698571933,0.1270810579939261,0.7829484327349036,1.2951202434752453,0.030714134842369744,0.5,0.03349942793441968,0,180
LC-0000030,APP-0225,BEN-0253,141171.83137203215,90,8516,JP,DE,2021-06-11,2021-09-09,LA,Busan,347.0,0.8840993762398204,0.08739429486326762,0.0019173760659433562,0.45235301339856254,0.19116477037430726,0.8155235492945987,0.9574263921722899,0.1114157668903008,0.04999999999999999,0.03773115352198804,0,90
LC-0000031,APP-0113,BEN-0669,50862.91309034799,60,8708,ID,BD,2021-12-19,2022-02-17,Busan,Shanghai,364.0,0.9533892028361791,0.00371601892641046,0.027062507116443202,0.4976025729739272,0.2504839988112956,0.12880485986301293,1.0403495161269651,0.10691160132005861,0.15000000000000002,0.03391981527210482,0,60
LC-0000032,APP-0046,BEN-0288,344792.0592460689,90,9999,CN,JP,2022-05-27,2022-08-25,Shanghai,Busan,716.0,0.9532258880332442,0.046801767782859396,0.1358474067939473,0.3968726930070171,0.09674721365155758,0.11489151058534453,0.9154453883958578,0.1607763418195207,0.30000000000000004,0.029344492860441378,0,90
LC-0000033,APP-0277,BEN-0116,277996.35298383975,180,8708,CN,ZA,2021-06-12,2021-12-09,Singapore,Hamburg,387.0,0.8105331611072641,0.07687814054772026,0.02706223538695097,0.2725847677357435,0.3774361569397983,0.4358266384489674,1.1879287701574999,0.1376718017706282,0.10000000000000003,0.03620110989259232,0,180
LC-0000034,APP-0443,BEN-0016,31810.073979800505,30,8542,JP,BR,2021-08-14,2021-09-13,Rotterdam,Singapore,451.0,0.9203965477447488,0.06478541049007118,0.07196742532782913,0.20619388148631002,0.16433146927743283,0.46964608347862524,1.0760308498474664,0.1267821651949853,0.4,0.034731142525829546,0,30
LC-0000035,APP-0031,BEN-0181,979918.8720956981,30,3004,US,US,2020-09-17,2020-10-17,Hamburg,Busan,741.0,0.9520244182568128,0.24433256795481553,0.05858358077801293,0.1712210485106897,0.4968131106178237,0.06144018607272572,1.0315158501836854,0.19456265163814576,0.0,0.030643477099366205,0,30
LC-0000036,APP-0429,BEN-0731,189750.53233591147,90,2710,DE,CN,2021-01-03,2021-04-03,Rotterdam,LA,486.0,0.9148865141018288,0.05507179891767459,0.05834917049685756,0.13432038262462884,0.10607265327864111,0.7245703817908031,1.01614378102168,0.24656607464149138,0.35,0.034588466367215756,0,90
LC-0000037,APP-0413,BEN-0438,12165.912709335824,120,8528,TW,CN,2020-10-09,2021-02-06,Shanghai,Hamburg,489.0,0.788356586992841,0.04512465368183546,0.07652706772552101,0.47366987696582774,0.22745014199015193,0.19310231342007622,1.2700946066962293,0.268872903602229,0.15000000000000002,0.034915197458606,0,120
LC-0000038,APP-0138,BEN-0795,150690.85698706735,90,8516,CN,NL,2020-04-08,2020-07-07,LA,Shanghai,803.0,0.895049956265445,0.058903264839155735,0.034217460327642196,0.5956403665112809,0.22570942462857543,0.17664805140069484,0.9699947888625826,0.08202297930022182,0.37,0.03231999548520453,0,90
LC-0000039,APP-0315,BEN-0172,248155.21191661767,180,8471,TH,US,2020-11-29,2021-05-28,Rotterdam,Shanghai,739.0,0.9292340778673822,0.03750617924882385,0.03432127185931258,0.23379730383996813,0.10704208555040648,0.9875518606803703,1.0934526402809719,0.3857702844849791,0.25,0.03319345065012064,0,180
LC-0000040,APP-0082,BEN-0281,700247.0932901693,30,6203,CN,MX,2020-07-14,2020-08-13,LA,Busan,689.0,0.9727822602231243,0.03167239873945469,0.012129539334972333,0.23726330590551786,0.4003969076542754,0.06699437766184435,0.8383718926183705,0.06823393319948104,0.04999999999999999,0.027616872127754478,0,30
LC-0000041,APP-0379,BEN-0130,98104.1938407667,90,8528,FR,IN,2021-06-15,2021-09-13,Rotterdam,Rotterdam,404.0,0.9280435212037692,0.03505166177582835,0.10714169476603798,0.5849820209918593,0.2283841842627066,0.9647045079574852,0.9316624440252376,0.12277380113562349,0.28,0.04040233282271043,0,90
LC-0000042,APP-0350,BEN-0318,563491.4285026252,90,8516,CN,GB,2021-11-09,2022-02-07,Singapore,Rotterdam,456.0,0.975182416885184,0.03718969796709768,0.001378644790924699,0.5326833652944309,0.156508314155652,0.7941236652957486,1.2373379520007801,0.09191941549080503,0.33,0.037677693647509836,0,90
LC-0000043,APP-0177,BEN-0450,215499.30859724135,90,6203,TH,BR,2022-05-31,2022-08-29,Hamburg,Shanghai,629.0,0.9335904288553124,0.10112001055151072,0.13237680323784912,0.48279937208239726,0.5193627972770667,0.4063721203769468,1.251126166948986,0.25935483282113675,0.15000000000000002,0.03670666213568833,0,90
LC-0000044,APP-0033,BEN-0646,22638.74474022405,90,9403,KR,CN,2022-03-03,2022-06-01,Hamburg,Hamburg,761.0,0.8307295121684969,0.22089039481728132,0.27442554090062227,0.19937791830592935,0.23779969365594625,0.7745476043885744,1.1029180109711763,0.27072249156114453,0.2,0.0349094497529528,0,90
LC-0000045,APP-0485,BEN-0294,19482.07010503803,120,6204,DE,US,2020-10-13,2021-02-10,Shanghai,LA,577.0,0.8892904775879333,0.013833228280965622,0.08803840952204825,0.3840951651737712,0.44357945627457535,0.49320415225711745,1.101936286448755,0.08239013234984147,0.04999999999999999,0.03347229366087842,0,120
LC-0000046,APP-0222,BEN-0617,876629.5754551511,90,8703,US,IN,2022-04-24,2022-07-23,Busan,Singapore,709.0,0.9502774231716096,0.046368862700150004,0.029422399677528237,0.1536203540663599,0.2059170794189211,0.26047391477481474,1.2970372862766513,0.12515636353235113,0.25,0.028385483992037504,0,90
LC-0000047,APP-0446,BEN-0500,978695.9170274774,120,6204,CN,NL,2022-04-27,2022-08-25,Singapore,Singapore,479.0,0.859882225809043,0.043754270041948894,0.058830936848215026,0.22677004468797426,0.41363231290963576,0.5937511983591017,1.2912114950250995,0.0995080099068062,0.37,0.03719001275873452,0,120
LC-0000048,APP-0338,BEN-0233,264174.15577673435,60,8516,US,TH,2021-03-29,2021-05-28,Singapore,Hamburg,501.0,0.9091579998275799,0.005670265983411014,0.02645028166363743,0.12448521321090064,0.3549241985342562,0.9991835492765883,0.8685614808671676,0.0934783433798265,0.25,0.03563512609863006,0,60
LC-0000049,APP-0389,BEN-0729,1534262.0615824743,90,8471,CN,IN,2020-07-03,2020-10-01,Shanghai,Busan,634.0,0.9505897010449004,0.19209159769640238,0.14475190518215889,0.2283279923620126,0.4054646679021391,0.48024254502700225,1.171135796500484,0.05516492935116347,0.04999999999999999,0.032911678051559666,0,90
LC-0000050,APP-0379,BEN-0347,794060.372761653,90,8516,CN,NL,2021-11-30,2022-02-28,Rotterdam,LA,611.0,0.8983866644163948,0.04233401366822215,0.07130419174832359,0.18477850806204524,0.40204457736302807,0.7455262732880084,1.2459815470904478,0.4232601816517476,0.37,0.03730078632087763,0,90
LC-0000051,APP-0097,BEN-0120,453814.17824573885,90,8703,TH,DE,2020-04-11,2020-07-10,Singapore,Shanghai,368.0,0.9113951430092421,0.01746462301848298,0.024515389398544033,0.45695771482818,0.4795909664115519,0.17350113617351792,0.9730513099115072,0.36412444499228414,0.30000000000000004,0.039045797105370185,0,90
LC-0000052,APP-0181,BEN-0770,41482.742107615944,60,8471,CN,CN,2020-11-20,2021-01-19,Busan,Hamburg,513.0,0.7775569518532693,0.013221379345582129,0.019508141987775094,0.33014952996485214,0.6036759735793551,0.2933968822391504,1.0465003147533372,0.4078663869974139,0.0,0.03626511134794933,0,60
LC-0000053,APP-0233,BEN-0730,2185036.5772863133,365,8528,CN,IT,2021-04-23,2022-04-23,Singapore,Rotterdam,771.0,0.9955835485637978,0.05774519571104214,0.09111116348364537,0.3026935155958862,0.17318100540438505,0.5310156185453611,0.9074601873144895,0.16760730646720737,0.27,0.030352528458532323,0,365
LC-0000054,APP-0248,BEN-0039,363833.6906208921,180,2710,US,IN,2022-02-16,2022-08-15,Busan,Busan,593.0,0.7312370100504461,0.004497004166903919,0.050118785233388696,0.10099480798252523,0.4680649561614471,0.005348907814262449,1.1543755322289195,0.14205506426851638,0.25,0.03143278147888884,1,58
LC-0000055,APP-0021,BEN-0721,91239.37607420361,180,3004,JP,NL,2022-05-28,2022-11-24,Hamburg,Busan,708.0,0.8994215559560652,0.10006427650843933,0.18029001958085691,0.23527096907566436,0.2258739539812871,0.7140544016904496,1.1047876949212736,0.29632342866195444,0.06999999999999999,0.03220567026437105,0,180
LC-0000056,APP-0273,BEN-0757,59730.316947077765,180,9403,JP,DE,2022-01-06,2022-07-05,Rotterdam,Rotterdam,754.0,0.627175116418221,0.002614273886855128,0.039738646850517804,0.04863805484650617,0.33402463086354095,0.038556521842053715,0.951890125123872,0.053268022343269696,0.04999999999999999,0.026331566121633045,0,180
LC-0000057,APP-0077,BEN-0663,239228.79452693267,60,6204,VN,KR,2021-03-12,2021-05-11,Singapore,LA,457.0,0.9405422194432281,0.2789106685454829,0.03237312663699337,0.18995382780503045,0.21503684167725634,0.9460585269042051,1.096532778749164,0.44251801353002856,0.2,0.04038105075545504,0,60
LC-0000058,APP-0371,BEN-0203,13271.993906455093,90,9403,KR,US,2020-03-17,2020-06-15,Singapore,Shanghai,429.0,0.9748898739972284,0.09237092070935907,0.03902536185562689,0.2105030424812814,0.45840539523634316,0.6581734114694807,0.8071309954092276,0.26308454894898087,0.1,0.03675507956174128,0,90
LC-0000059,APP-0341,BEN-0505,464868.52982269536,90,7201,JP,DE,2021-12-20,2022-03-20,Busan,Busan,619.0,0.9417338113940774,0.25355089822143606,0.022112277380891235,0.30074531212912964,0.5438445178993842,0.26811181021195396,1.2108742474783383,0.4256966639494912,0.04999999999999999,0.036803582546609155,1,25
LC-0000060,APP-0461,BEN-0430,38934.80181932485,180,9403,DE,CN,2022-02-10,2022-08-09,Singapore,Hamburg,563.0,0.9119519121509695,0.1678112965246097,0.09570181258317623,0.16941608393219987,0.4357431335623444,0.9608056405740915,0.9355269467252214,0.08524866926964918,0.35,0.03894214336836861,0,180
LC-0000061,APP-0372,BEN-0496,283767.9663301678,60,8471,US,BR,2021-03-01,2021-04-30,Singapore,Hamburg,796.0,0.9788784810423832,0.0578696021311849,0.03754595389486171,0.14160388259734674,0.3796456833908087,0.9377371565335832,1.0052719712271267,0.23302001312459664,0.4,0.034284849664290296,0,60
LC-0000062,APP-0183,BEN-0493,74426.66029728248,60,8703,MX,US,2021-05-13,2021-07-12,Hamburg,Hamburg,400.0,0.9572600652958984,0.029982349131711227,0.10006414517832393,0.2839405612718591,0.5280407654978055,0.5670495549245174,0.9450928063495805,0.27996943329255297,0.35,0.039488854893488856,0,60
LC-0000063,APP-0483,BEN-0511,109466.29043263968,120,3004,US,US,2022-02-04,2022-06-04,Busan,LA,532.0,0.856084698566963,0.02427582099896566,0.05550825349288146,0.37153696295211014,0.4376166413441226,0.9943086902896607,0.9765559990705661,0.1555635593036255,0.0,0.0369179251674081,0,120
LC-0000064,APP-0205,BEN-0411,52293.90953846001,30,6203,FR,US,2020-04-28,2020-05-28,Shanghai,LA,326.0,0.9971205931034103,0.027407957823658947,0.011616948294416597,0.23919487201568418,0.33563912983523936,0.17827295937687682,1.1777666427014257,0.044616051514250486,0.03,0.03172039535072771,0,30
LC-0000065,APP-0162,BEN-0552,127791.56960642226,120,2710,KR,DE,2022-01-01,2022-05-01,Busan,LA,499.0,0.9443822841409855,0.016459281216580787,0.03361004134441188,0.3428539014643956,0.06302319173445704,0.7328001515134177,0.8308653992711217,0.15180462352930907,0.15,0.03287698553360641,0,120
LC-0000066,APP-0452,BEN-0421,2769200.806501993,60,8708,VN,IN,2021-04-06,2021-06-05,LA,Busan,623.0,0.8903652724128596,0.1521393589071343,0.025119397866735227,0.20296416248176263,0.17052615336095117,0.9185603728052925,1.0248710834284331,0.18810267425381708,0.04999999999999999,0.033651805397711405,0,60
LC-0000067,APP-0185,BEN-0013,1299629.0565163426,120,8542,JP,MX,2021-09-09,2022-01-07,Busan,Busan,739.0,0.9515217053803517,0.01808993091648935,0.08094408639715324,0.2400794732447485,0.4722253855160987,0.2091277381100659,1.2834537541261388,0.15273936938814553,0.35,0.03153471777697335,0,120
LC-0000068,APP-0038,BEN-0028,276984.9447178189,180,8708,SG,MX,2020-06-20,2020-12-17,Rotterdam,Busan,764.0,0.9151382857811298,0.07547126147372941,0.014673347157179432,0.5782486657318973,0.3729869094939413,0.6112474719279308,0.9892240002823316,0.11275227132338868,0.42,0.037041215180540175,0,180
LC-0000069,APP-0234,BEN-0766,156695.3262271376,120,7201,DE,DE,2021-07-07,2021-11-04,Hamburg,LA,300.0,0.8765797203157364,0.014122626304187626,0.034842569566572876,0.32676045412493093,0.23970384354693494,0.5600730860169761,1.0335318956103314,0.21099128669615272,0.0,0.03534215341832233,0,120
LC-0000070,APP-0397,BEN-0727,577406.4899133657,60,2710,DE,JP,2020-08-29,2020-10-28,Shanghai,Busan,779.0,0.9910943109188898,0.02375589189474083,0.03088575322635906,0.2618659232131448,0.29120959490191395,0.7947335398725879,0.9257017225073483,0.15682321149543177,0.04999999999999999,0.029874409572149915,0,60
LC-0000071,APP-0094,BEN-0468,886428.3618731623,30,7201,ID,CN,2021-04-11,2021-05-11,Shanghai,Busan,677.0,0.8101649180446351,0.12901508653324292,0.02817357058566593,0.2503300494203115,0.44164315097318096,0.023563371358751528,0.8307091387873543,0.2269757177487226,0.04999999999999999,0.03145341736793794,0,30
LC-0000072,APP-0231,BEN-0139,46876.531122630404,30,2710,KR,IN,2021-04-17,2021-05-17,LA,Hamburg,410.0,0.919377479929949,0.1382436683019397,0.0805628892414112,0.3330100330692405,0.21193035542451272,0.7493522242912686,0.8310610815700614,0.3448868568467641,0.15000000000000002,0.038325133737935564,0,30
LC-0000073,APP-0064,BEN-0625,144906.16855949716,30,8544,DE,IT,2022-05-11,2022-06-10,Shanghai,Singapore,418.0,0.9905777664431179,0.1574320386705366,0.07787557551728534,0.08502182372790221,0.20409112529053572,0.7965101728414554,1.195668721407641,0.18169027659193937,0.07999999999999999,0.03442810158304214,0,30
LC-0000074,APP-0343,BEN-0114,10583.618452122559,90,6203,US,JP,2021-08-26,2021-11-24,LA,LA,727.0,0.7610456534239941,0.1707818374564677,0.09828657280398341,0.44842136768419805,0.30604325339546395,0.39853926152948804,1.0242854683438558,0.13932755489769194,0.0,0.03343721568255587,0,90
LC-0000075,APP-0237,BEN-0301,877342.8810811876,90,7201,CN,PL,2021-05-16,2021-08-14,Shanghai,Singapore,681.0,0.8441490764862071,0.0005946200773210736,0.1356863881706227,0.1540978247040937,0.3068678104507099,0.12832803506680535,0.8810850365804331,0.1411169989703721,0.25,0.02913167719625378,0,90
LC-0000076,APP-0165,BEN-0263,3603933.286400142,60,6204,NL,CN,2020-12-27,2021-02-25,Singapore,Rotterdam,413.0,0.8011443283917866,0.010466271066851275,0.09053765103261213,0.19034582357899776,0.4846895169373748,0.2653745613747135,1.1346326890841902,0.04841037715235484,0.37,0.0362347024598706,0,60
LC-0000077,APP-0113,BEN-0009,183528.25942480363,60,8471,US,TH,2020-10-30,2020-12-29,Rotterdam,Shanghai,540.0,0.9601977499357089,0.0378528721322819,0.053257876050732685,0.41845172733796127,0.1125817033224792,0.67514967705253,1.2107332873595544,0.1219278135892246,0.25,0.034104000413988964,0,60
LC-0000078,APP-0282,BEN-0645,6717.590499816397,180,8544,CN,MX,2021-08-10,2022-02-06,Singapore,Busan,772.0,0.869848708082963,0.06405874387171175,0.029781155118148647,0.49203787494994927,0.5692296497822041,0.11779750498987851,0.8668908705041469,0.43767172988925446,0.04999999999999999,0.03385153562802143,0,180
LC-0000079,APP-0334,BEN-0407,405686.4196920248,60,7201,CN,MX,2022-03-04,2022-05-03,Rotterdam,Singapore,311.0,0.8778671892324993,0.13787371891536299,0.04831382079858681,0.4068142364981806,0.24278656188465814,0.5355185069268563,1.1049202194496408,0.1703369676210757,0.04999999999999999,0.03782123512614691,0,60
LC-0000080,APP-0470,BEN-0253,41934.58783791771,90,8708,AU,VN,2021-05-30,2021-08-28,LA,LA,581.0,0.8747785702652078,0.043340262367209316,0.06678336160506741,0.4225677205517029,0.5244061316107677,0.4022381189897486,0.8878341257083674,0.24456676827488563,0.37,0.03828908748581075,0,90
LC-0000081,APP-0218,BEN-0405,60172.808156640654,90,9999,IN,CN,2021-08-17,2021-11-15,LA,Singapore,780.0,0.8841077537222558,0.2526843738682508,0.009309511138470908,0.32857511274803686,0.10731797350261331,0.6208932912583701,0.8612554541506815,0.13574657849436522,0.04999999999999999,0.03182138399452907,0,90
LC-0000082,APP-0080,BEN-0000,416592.8249089541,30,2601,JP,BR,2020-10-22,2020-11-21,Singapore,Hamburg,302.0,0.7873515648502942,0.006649784627331769,0.0891007015584484,0.2359997594297844,0.1470529401271752,0.6093936449834018,1.1194839977756903,0.15312721617964442,0.4,0.03775473610741631,0,30
LC-0000083,APP-0416,BEN-0349,238430.03411614834,180,8703,MY,JP,2021-05-17,2021-11-13,Hamburg,Shanghai,600.0,0.7832369180277439,0.07133713772485752,0.016662199815500715,0.33856692277097067,0.06634471657535909,0.2518140225717833,1.1435171060806935,0.17553971445547856,0.19999999999999998,0.031516334495737666,0,180
LC-0000084,APP-0314,BEN-0415,78263.51717951195,30,6204,US,IN,2021-05-29,2021-06-28,Shanghai,LA,607.0,0.8304718185340529,0.06434049377078563,0.10776003380093442,0.12826686082259925,0.33113938614335237,0.9450968199955635,1.1307612130385025,0.17979250283133968,0.25,0.035693693994577676,0,30
LC-0000085,APP-0350,BEN-0271,61426.18881302546,120,6204,TW,CN,2021-09-05,2022-01-03,LA,Singapore,472.0,0.979013624905748,0.027780674799329344,0.09285028968040088,0.31348269971789916,0.13115948497839613,0.39856617247401693,1.0034911431123836,0.2326133537756418,0.15000000000000002,0.03211411625121553,0,120
