source_id,target_id,edge_type,volume_usd,payment_terms_days,reliability_score,transit_time_days,modal_type
SUP-0194,SUP-0330,ships_via,700589.4074300386,45,0.7899578993439075,4,air
SUP-0312,SUP-0070,supplies,540356.833781903,90,0.7833468622594365,30,rail
SUP-0418,SUP-0070,supplies,740394.6024245094,90,0.8430386540086108,5,road
SUP-0408,SUP-0213,finances,2670975.136477232,90,0.49728152711421353,3,road
SUP-0073,SUP-0416,supplies,138226.3013827889,90,0.7687365323748981,7,rail
SUP-0209,SUP-0176,supplies,261311.57858489722,90,0.9846468730843188,18,ocean
SUP-0459,SUP-0206,supplies,1640795.971136895,90,0.7569315485195051,8,ocean
SUP-0404,SUP-0479,finances,4059095.286702999,60,0.8033217638619652,21,ocean
SUP-0395,SUP-0133,supplies,36876.1725413374,45,0.8737912993838116,15,ocean
SUP-0057,SUP-0183,supplies,8351.243450713837,120,0.794685018765182,13,ocean
SUP-0195,SUP-0421,ships_via,345883.43841773487,90,0.6785514842463214,2,road
SUP-0416,SUP-0259,supplies,885892.0298250739,120,0.8500460969947846,20,ocean
SUP-0065,SUP-0055,supplies,630542.9353554945,60,0.900539355794082,10,ocean
SUP-0358,SUP-0107,ships_via,5353934.31510174,120,0.6922462065873742,14,ocean
SUP-0260,SUP-0487,owns,334338.69439191755,45,0.7178194137833421,13,ocean
SUP-0364,SUP-0405,ships_via,124894.46259038868,60,0.7926041640973797,2,road
SUP-0335,SUP-0475,supplies,1889176.3474469003,60,0.54710962774311,12,ocean
SUP-0047,SUP-0240,supplies,269985.4498401819,30,0.6988904058525391,8,ocean
SUP-0064,SUP-0304,ships_via,1653391.3462029702,45,0.7586278884943357,10,ocean
SUP-0168,SUP-0068,supplies,14578179.695646493,45,0.8238527901497563,5,road
SUP-0466,SUP-0356,ships_via,55261.565705660614,30,0.7710007996557713,18,ocean
SUP-0468,SUP-0284,supplies,468538.08466273744,120,0.9040771115490638,4,road
SUP-0381,SUP-0018,finances,11948251.153579343,120,0.8354079187695054,2,air
SUP-0119,SUP-0423,supplies,124661.05736597476,90,0.8751891560450303,10,ocean
SUP-0475,SUP-0218,finances,80270.92180835684,120,0.9415746015921265,10,ocean
SUP-0358,SUP-0496,supplies,10535957.580095908,90,0.8283055518897844,2,road
SUP-0149,SUP-0442,ships_via,9905383.302380735,120,0.9260070961500183,14,ocean
SUP-0355,SUP-0210,supplies,1778745.9671641903,45,0.8230762863865099,1,air
SUP-0216,SUP-0005,supplies,2837726.3317882065,60,0.7138839077900316,3,air
SUP-0239,SUP-0073,supplies,285899.1584526132,90,0.777979517185512,7,ocean
SUP-0120,SUP-0145,supplies,55862.52632079512,60,0.8414021155431645,8,ocean
SUP-0321,SUP-0148,supplies,65133157.72799803,90,0.9623927913745792,6,road
SUP-0136,SUP-0176,supplies,5827810.330749776,60,0.9456444325965347,5,road
SUP-0461,SUP-0477,owns,13358844.087760247,60,0.5991985111987591,6,ocean
SUP-0072,SUP-0337,finances,4431071.295520929,60,0.8938772901169034,2,air
SUP-0125,SUP-0095,ships_via,7491735.586848306,90,0.9156315903696368,15,ocean
SUP-0062,SUP-0352,supplies,6544388.721813419,60,0.9308042312554331,2,air
SUP-0120,SUP-0028,supplies,92316.49003653583,60,0.6999952972170987,2,air
SUP-0335,SUP-0032,supplies,3185329.4352564816,90,0.88699736356204,15,ocean
SUP-0472,SUP-0322,supplies,54762328.91012883,60,0.8510208756939337,14,ocean
SUP-0078,SUP-0108,supplies,93946.97341548375,60,0.9190273056013306,9,ocean
SUP-0111,SUP-0218,finances,1093419.1066815099,90,0.8295887780069047,3,air
SUP-0066,SUP-0412,supplies,5231460.469674425,60,0.9798056112350578,12,ocean
SUP-0404,SUP-0194,supplies,3617844.455763881,120,0.787336918448762,27,ocean
SUP-0267,SUP-0095,supplies,7407559.997137982,60,0.6192039057693531,4,road
SUP-0181,SUP-0499,supplies,5827798.714036839,120,0.9808016524017592,14,ocean
SUP-0351,SUP-0143,supplies,52944.06950749059,90,0.7120895733950215,15,ocean
SUP-0042,SUP-0329,supplies,1347358.619177597,90,0.5568202104859481,2,air
SUP-0389,SUP-0081,supplies,528933.2737386533,90,0.7111234833339632,3,road
SUP-0047,SUP-0081,supplies,145485.4946352354,90,0.7425720572402874,6,road
SUP-0290,SUP-0377,ships_via,1693328.2824280926,60,0.8737676781665331,16,ocean
SUP-0015,SUP-0448,owns,6468067.971202827,60,0.9186462049274744,11,road
SUP-0100,SUP-0013,supplies,2321757.1469870503,45,0.7191892404165129,6,road
SUP-0312,SUP-0487,supplies,197184.3310406084,45,0.7854095898470667,18,ocean
SUP-0286,SUP-0150,supplies,3055513.6905062567,30,0.6914070897642242,13,rail
SUP-0223,SUP-0493,ships_via,19631974.518642716,90,0.503478401018149,10,ocean
SUP-0312,SUP-0266,supplies,1938521.5871053895,45,0.8948387679920587,8,ocean
SUP-0418,SUP-0382,supplies,1433087.1748337266,60,0.874508986126431,2,air
SUP-0129,SUP-0003,supplies,19444860.365973298,45,0.8259256494081092,18,ocean
SUP-0486,SUP-0078,finances,330147.6073737256,30,0.8317308926992154,17,rail
SUP-0072,SUP-0476,supplies,6391719.124014273,60,0.45029789910427,18,ocean
SUP-0489,SUP-0082,supplies,104618146.68358515,90,0.8784959951895871,13,ocean
SUP-0462,SUP-0434,supplies,11174211.828194793,60,0.9211738536633326,27,ocean
SUP-0213,SUP-0059,supplies,77497.0390396081,120,0.7701769482255953,11,ocean
SUP-0047,SUP-0323,supplies,303000.69777336303,30,0.8906819592770376,6,rail
SUP-0203,SUP-0185,finances,60827.2178037008,60,0.945576950751648,11,rail
SUP-0138,SUP-0219,ships_via,2056269.9678280377,45,0.6355339145752984,8,road
SUP-0289,SUP-0355,finances,8604973.812890667,60,0.9496149747846985,9,ocean
SUP-0115,SUP-0077,finances,2274438.6487932308,30,0.8426150209132078,7,ocean
SUP-0033,SUP-0172,supplies,940274.3782151273,30,0.7072804814351664,14,ocean
SUP-0445,SUP-0276,finances,31644.19216803654,90,0.9450707212172947,19,ocean
SUP-0433,SUP-0180,ships_via,7471292.135055371,90,0.7394095812272801,4,ocean
SUP-0250,SUP-0119,supplies,18444.725419637583,45,0.8424970574542281,20,ocean
SUP-0425,SUP-0022,ships_via,404225.6088487606,120,0.8140724987809952,8,ocean
SUP-0478,SUP-0319,owns,1269645.067180899,90,0.6320101577816277,6,road
SUP-0460,SUP-0031,ships_via,11317278.18691727,60,0.6808186923621359,6,ocean
SUP-0414,SUP-0072,ships_via,7027.698545838945,60,0.7858172164656793,7,ocean
SUP-0021,SUP-0118,supplies,624441.012778756,60,0.7505748695149325,17,ocean
SUP-0377,SUP-0358,finances,252982.0069334032,90,0.7048682802087342,8,road
SUP-0459,SUP-0061,supplies,3806495.1123869997,60,0.8400291764406709,4,road
SUP-0088,SUP-0161,ships_via,30611959.05335991,45,0.9261951348322438,36,ocean
SUP-0033,SUP-0036,ships_via,1163074.5605693122,45,0.8442533757944001,1,air
SUP-0172,SUP-0250,supplies,819196.846576768,60,0.8250226792604932,3,road
SUP-0411,SUP-0090,supplies,6036046.790837027,60,0.7045255466558624,12,ocean
SUP-0410,SUP-0080,ships_via,1934148.9261059891,60,0.8583047600467961,12,ocean
SUP-0292,SUP-0160,supplies,342625.2815638136,120,0.8505326344348392,11,rail
SUP-0491,SUP-0128,supplies,43345633.93748903,60,0.8865968067980219,10,ocean
SUP-0081,SUP-0024,supplies,115632.25265112925,60,0.8392494020152262,17,ocean
SUP-0438,SUP-0225,ships_via,2717355.5800105594,30,0.7803260552419984,6,road
SUP-0435,SUP-0251,supplies,641406.6239814761,60,0.7939357758011525,26,ocean
SUP-0474,SUP-0229,supplies,2052552.8449757998,90,0.841652129156533,2,air
SUP-0146,SUP-0221,finances,499471.80408641696,120,0.9042478609132784,3,air
SUP-0320,SUP-0499,supplies,2155119.981100369,90,0.9587154862387591,3,air
SUP-0137,SUP-0138,finances,91739.11226157809,45,0.8140243963523452,4,road
SUP-0241,SUP-0167,supplies,72668529.00933605,90,0.9247314223658941,4,road
SUP-0480,SUP-0255,supplies,13856816.116584042,90,0.6989390812190966,6,ocean
SUP-0257,SUP-0042,ships_via,104975.49358413916,45,0.9740859640500553,3,air
SUP-0384,SUP-0494,supplies,6215391.741415984,120,0.8493310173262776,17,ocean
SUP-0229,SUP-0262,owns,117871.6440418574,90,0.8568877014199399,13,ocean
SUP-0000,SUP-0348,supplies,386561.90823293256,90,0.7090429669676193,7,rail
SUP-0077,SUP-0160,finances,437496.2227178884,60,0.8044810852920488,5,rail
SUP-0336,SUP-0345,supplies,4617333.750863845,45,0.9358196489360566,5,road
SUP-0152,SUP-0438,finances,349106.84781076165,90,0.7692936182052943,14,ocean
SUP-0156,SUP-0289,supplies,550820.3067893701,60,0.5006165216402564,24,ocean
SUP-0045,SUP-0105,ships_via,256508.02407141408,120,0.9113584387868899,2,road
SUP-0410,SUP-0342,supplies,2075263.7051049692,45,0.6688830539385552,11,ocean
SUP-0044,SUP-0427,finances,23234556.849844728,60,0.9312439001794709,8,ocean
SUP-0268,SUP-0346,supplies,265852.2396270146,90,0.8740329739411693,21,ocean
SUP-0155,SUP-0331,supplies,447889.45141834416,60,0.9796106529161707,4,air
SUP-0453,SUP-0231,ships_via,824820.3567893828,60,0.8715072380923448,21,rail
SUP-0333,SUP-0093,supplies,1571839.0867238704,90,0.6888662985396411,12,rail
SUP-0034,SUP-0359,ships_via,554318.7398434817,90,0.7352314971360521,4,air
SUP-0306,SUP-0202,ships_via,2910143.2100408045,60,0.9055541658802627,16,ocean
SUP-0082,SUP-0115,supplies,3709552.2531406716,60,0.877375278803924,17,ocean
SUP-0279,SUP-0246,ships_via,260696.40092324666,90,0.7947723160068244,14,ocean
SUP-0121,SUP-0011,supplies,28640525.07015548,60,0.8804410709973672,17,ocean
SUP-0374,SUP-0260,supplies,1282650.7233160473,90,0.5343664586769636,11,road
SUP-0236,SUP-0273,supplies,751487.3367616166,90,0.899452459053659,15,ocean
SUP-0211,SUP-0198,supplies,1889652.0708893642,60,0.9703320219158122,3,air
SUP-0439,SUP-0351,finances,5781011.273188858,30,0.9197639779723703,15,ocean
SUP-0221,SUP-0292,finances,3047703.154398357,45,0.9159716124309536,13,ocean
SUP-0117,SUP-0182,finances,1878527.712992699,60,0.9513636506315464,3,air
SUP-0259,SUP-0358,ships_via,3914950.7160664424,90,0.9240798239422452,4,road
SUP-0404,SUP-0058,supplies,3769531.715045221,90,0.6869087039620758,22,ocean
SUP-0033,SUP-0253,supplies,1426707.8009088181,120,0.8752215188146503,7,road
SUP-0141,SUP-0070,supplies,11431859.237615488,60,0.5660994042325207,11,road
SUP-0290,SUP-0301,ships_via,1240451.7108072757,90,0.8263620824115038,13,ocean
SUP-0120,SUP-0008,supplies,75384.99903307298,90,0.5366649288845811,15,ocean
SUP-0375,SUP-0429,owns,7539204.527619279,60,0.8901990660303121,11,rail
SUP-0028,SUP-0015,supplies,1300969.8356486328,90,0.9967599795052252,15,ocean
SUP-0131,SUP-0248,supplies,7843432.778295769,60,0.8775736505771005,22,ocean
SUP-0294,SUP-0333,finances,1387979.7818829939,60,0.9028853710694741,7,ocean
SUP-0427,SUP-0208,supplies,28632.43775987853,120,0.962513200006395,6,road
SUP-0176,SUP-0107,supplies,1472285.8128946126,60,0.8899274677932902,22,rail
SUP-0133,SUP-0123,supplies,10615227.421684416,45,0.6218894016411662,24,ocean
SUP-0463,SUP-0421,owns,199210.36728026753,60,0.6597266211482626,4,air
SUP-0256,SUP-0065,supplies,5231297.780857671,120,0.8591537289381884,4,air
SUP-0101,SUP-0355,supplies,20487613.334362328,45,0.5502381913934528,11,ocean
SUP-0437,SUP-0146,supplies,335187.0811609586,120,0.8202806852843333,2,air
SUP-0014,SUP-0006,supplies,39478.642679628574,120,0.8512313643113798,7,rail
SUP-0369,SUP-0203,supplies,1592351.5842542262,60,0.5775121449344709,6,rail
SUP-0452,SUP-0047,supplies,3760481.7055294793,60,0.9423936786696586,7,road
SUP-0288,SUP-0382,supplies,402900.5362449215,30,0.6905781480891474,25,ocean
SUP-0457,SUP-0384,finances,1576591.8595275264,30,0.8104969322295488,16,ocean
SUP-0311,SUP-0108,ships_via,7242500.013085002,60,0.8803411537643525,19,ocean
SUP-0298,SUP-0386,ships_via,620909.8153134952,90,0.6097689707707773,5,road
SUP-0054,SUP-0351,supplies,3071165.449690945,120,0.7641464470128517,17,ocean
SUP-0089,SUP-0338,supplies,872765.2181950929,45,0.7680411879761175,2,road
SUP-0349,SUP-0039,supplies,1171461.9663215217,60,0.7546621384270792,3,air
SUP-0340,SUP-0063,supplies,8063223.305259878,60,0.8255163755249375,11,ocean
SUP-0305,SUP-0079,supplies,721876.8783949607,60,0.9015390646102143,9,rail
SUP-0104,SUP-0409,supplies,345121.45921807026,60,0.8296872183186534,15,ocean
SUP-0042,SUP-0163,supplies,2699771.588532163,120,0.7561738285510377,10,ocean
SUP-0042,SUP-0264,supplies,860838.5068587624,60,0.7215929767499267,1,air
SUP-0062,SUP-0234,supplies,9951342.417367192,45,0.8259682656235171,10,ocean
SUP-0109,SUP-0499,supplies,21477579.430909395,90,0.9450402027765884,7,ocean
SUP-0485,SUP-0090,ships_via,1535415.2879995836,30,0.8570821171639057,6,rail
SUP-0389,SUP-0390,supplies,1189019.1311017112,120,0.927818588716976,6,rail
SUP-0089,SUP-0056,ships_via,3492882.469813319,120,0.8606996575593833,1,air
SUP-0153,SUP-0488,supplies,2784092.0491470634,30,0.7890132579143304,17,ocean
SUP-0447,SUP-0282,owns,13394615.475825537,60,0.8981295645538504,9,ocean
SUP-0224,SUP-0131,supplies,5178541.433784669,90,0.8786545610643243,6,ocean
SUP-0137,SUP-0205,supplies,102705.14626462093,60,0.8603283876331153,11,ocean
SUP-0164,SUP-0364,ships_via,905630.0201455944,60,0.835479487276884,6,rail
SUP-0198,SUP-0207,supplies,110002.72995994565,120,0.9366622917312535,25,ocean
SUP-0271,SUP-0033,supplies,2616162.2794453898,45,0.9240684020684282,5,road
SUP-0277,SUP-0153,supplies,12931320.797832657,60,0.6188859297374899,7,ocean
SUP-0266,SUP-0457,owns,1039276.3891668238,45,0.9325136253251508,6,road
SUP-0312,SUP-0185,finances,939593.474757981,60,0.8841230905230587,14,ocean
SUP-0148,SUP-0245,supplies,941368.6079157131,90,0.9716124439304706,12,ocean
SUP-0248,SUP-0092,finances,88623.14425332639,90,0.9393468533684001,26,ocean
SUP-0414,SUP-0013,supplies,2655.0514785850555,90,0.6779188764214139,6,rail
SUP-0174,SUP-0135,supplies,4510.025456259485,45,0.8863009599110852,7,road
SUP-0491,SUP-0434,supplies,69225714.66086744,90,0.657544986602065,4,road
SUP-0249,SUP-0271,supplies,22812.938237993076,60,0.6242896535918592,13,ocean
SUP-0187,SUP-0188,finances,4306285.686698683,60,0.771031216126489,3,road
SUP-0350,SUP-0261,finances,1813529.340549118,45,0.9167033158837078,3,road
SUP-0195,SUP-0406,finances,952923.8482426298,60,0.6817843267708318,11,ocean
SUP-0198,SUP-0452,ships_via,255038.25312077353,60,0.9477212441706149,2,road
SUP-0187,SUP-0158,supplies,6394495.793007731,60,0.5839875863463455,3,air
SUP-0272,SUP-0416,ships_via,20445154.097119343,60,0.5074055498682645,10,rail
SUP-0020,SUP-0400,supplies,2284102.8098220523,60,0.8197384930299174,5,rail
SUP-0189,SUP-0003,finances,1491754.5989778945,90,0.7769979539718189,18,ocean
SUP-0384,SUP-0447,supplies,8051874.315697354,60,0.9206641048717867,25,ocean
SUP-0164,SUP-0114,finances,831832.6131149137,90,0.7214675179895802,10,ocean
SUP-0269,SUP-0382,ships_via,771246.7046870156,30,0.9308009264164989,10,ocean
SUP-0149,SUP-0443,supplies,13330639.083436187,30,0.3,21,ocean
SUP-0470,SUP-0286,supplies,3012.5169210928198,45,0.8441047716792782,16,ocean
SUP-0111,SUP-0157,supplies,137548.32318558922,45,0.7894686623112571,4,road
SUP-0388,SUP-0427,supplies,1219613.600713268,60,0.9248323517644329,6,road
SUP-0380,SUP-0238,finances,270074.23776710266,45,0.7877241857426587,5,road
SUP-0202,SUP-0384,supplies,588893.4887362785,30,0.8329102627147464,17,rail
SUP-0491,SUP-0337,supplies,37040765.88534104,60,0.915035145453636,13,ocean
SUP-0493,SUP-0160,supplies,12894091.82126009,60,0.5327952803630173,16,ocean
SUP-0014,SUP-0271,supplies,35428.233131801826,90,0.7448675106688064,7,road
SUP-0284,SUP-0100,supplies,12544030.8305084,60,0.9348321448885747,1,road
SUP-0098,SUP-0002,finances,708508.8900796509,120,0.6635166593450395,22,ocean
SUP-0499,SUP-0344,ships_via,67954.45803766286,45,0.9602722218233714,2,air
SUP-0482,SUP-0103,finances,358165.6021547701,60,0.8742610395698984,17,ocean
SUP-0211,SUP-0259,supplies,1685995.6890216263,60,0.8312707432872143,9,road
SUP-0170,SUP-0050,supplies,445904.5695122787,90,0.8586067332962627,8,rail
SUP-0409,SUP-0327,supplies,1016387.857681029,45,0.9029096210336914,11,ocean
SUP-0194,SUP-0083,supplies,621148.840339558,120,0.7528590379633504,4,road
SUP-0365,SUP-0124,supplies,3964317.1002431954,90,0.7973968012267355,7,ocean
SUP-0331,SUP-0073,supplies,43768.126732593584,60,0.6657721306274473,33,ocean
SUP-0142,SUP-0458,ships_via,8861075.488460895,60,0.8462482262331976,13,ocean
SUP-0176,SUP-0311,supplies,882502.2187123378,60,0.8887833772903799,9,road
SUP-0466,SUP-0332,supplies,43744.0971389888,30,0.9096390246977767,4,road
SUP-0246,SUP-0203,supplies,331498.91957909125,120,0.8872322099546548,10,rail
SUP-0208,SUP-0429,ships_via,56517.97323492454,90,0.9078285121494268,7,road
SUP-0450,SUP-0033,supplies,2781979.326681156,45,0.8674099626239465,9,ocean
SUP-0286,SUP-0206,ships_via,3445348.143976683,45,0.8429888105878939,2,air
SUP-0282,SUP-0041,supplies,99254.46054483038,60,0.822088592959459,20,ocean
SUP-0194,SUP-0348,supplies,1463214.11269978,90,0.7095993494062242,4,road
SUP-0333,SUP-0475,supplies,1079945.4350714148,60,0.7295220636190718,11,ocean
SUP-0022,SUP-0383,supplies,260700.40461556776,90,0.8640039015534038,4,air
SUP-0108,SUP-0077,supplies,3749445.7187747494,30,0.9563186947018183,17,rail
SUP-0410,SUP-0394,ships_via,2209431.1818954693,120,0.8386501408851691,26,ocean
SUP-0130,SUP-0126,ships_via,5028905.333322462,45,0.7357743144729766,3,road
SUP-0492,SUP-0174,supplies,1785784.5360862282,60,0.8726711399644816,3,road
SUP-0445,SUP-0287,supplies,60125.42656072184,120,0.9062143662897006,11,ocean
SUP-0190,SUP-0226,supplies,13571396.143987386,90,0.7717814797601142,18,ocean
SUP-0458,SUP-0093,owns,194611.50530307047,60,0.8286793207128251,3,road
SUP-0357,SUP-0264,supplies,1603764.0342050542,90,0.39682801244281635,8,ocean
SUP-0403,SUP-0098,supplies,188440.04028400982,30,0.7052953765624388,10,ocean
SUP-0235,SUP-0359,supplies,3682255.391388003,30,0.570013048464664,2,air
SUP-0061,SUP-0036,ships_via,407990.2773461707,45,0.6925512698562354,7,road
SUP-0273,SUP-0405,supplies,15517076.38986954,60,0.8944374610992323,19,ocean
SUP-0409,SUP-0490,supplies,4414935.434858825,90,0.7010660194969494,8,rail
SUP-0045,SUP-0373,supplies,350038.3811488136,60,0.7037619797623239,2,air
SUP-0009,SUP-0303,ships_via,6339094.960627898,60,0.911330050588109,3,rail
SUP-0410,SUP-0220,supplies,2395370.55838591,90,0.8121488023508803,4,road
SUP-0298,SUP-0264,owns,592778.6060894489,60,0.8393846301216256,23,ocean
SUP-0260,SUP-0256,finances,508232.85695388675,30,0.5815201699750705,11,ocean
SUP-0337,SUP-0444,supplies,433273.30034333386,60,0.6230306903030289,6,rail
SUP-0342,SUP-0063,finances,461515.1900645666,90,0.9519777648595271,5,air
SUP-0213,SUP-0297,finances,138879.89842318368,60,0.904257401983225,3,road
SUP-0305,SUP-0274,supplies,728662.1087653118,120,0.905362531444378,9,road
SUP-0239,SUP-0131,ships_via,295169.2435513515,90,0.5156687976867287,44,ocean
SUP-0103,SUP-0206,supplies,802545.9604681121,90,0.6521934056141347,4,road
SUP-0370,SUP-0236,supplies,4710574.032596261,90,0.794491836310359,23,ocean
SUP-0187,SUP-0017,supplies,3282548.144308973,60,0.9214507120634678,2,road
SUP-0447,SUP-0238,finances,8725270.228670513,120,0.8421635740182934,2,road
SUP-0198,SUP-0085,finances,286980.8781925392,60,0.4560065731613323,2,air
SUP-0094,SUP-0199,supplies,47555980.47122983,60,0.8840895932758586,19,ocean
SUP-0414,SUP-0139,ships_via,5283.131475147219,45,0.7341631284767581,5,road
SUP-0069,SUP-0376,ships_via,9856350.913455717,90,0.9073355569891096,12,ocean
SUP-0493,SUP-0480,finances,4528615.557961371,60,0.7371380280712685,8,ocean
SUP-0314,SUP-0054,supplies,24382.575621358756,90,0.9950778501806278,13,ocean
SUP-0240,SUP-0128,supplies,264592.36168820824,120,0.8829419891877758,10,ocean
SUP-0115,SUP-0079,supplies,4195528.52959125,60,0.7527199504309536,9,ocean
SUP-0100,SUP-0241,supplies,5031660.829995501,60,0.8617642774605097,9,ocean
SUP-0097,SUP-0186,supplies,735670.0308567116,45,0.8217683481710479,15,ocean
SUP-0416,SUP-0227,supplies,497626.3364894369,60,0.7846812024929917,10,ocean
SUP-0101,SUP-0035,supplies,11410347.45709203,90,0.7935798122283287,13,ocean
SUP-0017,SUP-0435,finances,2750017.0101823853,60,0.896444131495115,1,air
SUP-0098,SUP-0493,supplies,675024.9615205228,60,0.8412138611367385,17,ocean
SUP-0305,SUP-0455,supplies,329893.86368857336,60,0.8400855275663889,15,ocean
SUP-0238,SUP-0247,ships_via,577169.1625596847,60,0.9893507476285415,12,ocean
SUP-0186,SUP-0333,supplies,237226.43248363095,30,0.8204273037493315,14,ocean
SUP-0482,SUP-0025,ships_via,366697.9597033345,45,0.7415563168529731,7,road
SUP-0171,SUP-0305,finances,447289.7913219894,90,0.5168622531190208,1,air
SUP-0414,SUP-0303,supplies,4030.6275004793824,60,0.84090329065875,14,ocean
SUP-0062,SUP-0367,supplies,17658733.841347635,30,0.8598034141535409,8,ocean
SUP-0271,SUP-0390,supplies,7626928.668458029,60,0.6754401970800069,14,ocean
SUP-0065,SUP-0000,supplies,748661.0829316587,90,0.6631451555707166,12,ocean
SUP-0040,SUP-0203,supplies,548750.314331489,90,0.8138952993489019,2,air
SUP-0339,SUP-0242,supplies,286984.2840673208,60,0.8159707259217946,7,road
SUP-0336,SUP-0240,supplies,6763279.6786485575,60,0.9164511917609979,6,road
SUP-0287,SUP-0274,supplies,227296.70930665822,90,0.6484025144001911,4,air
SUP-0225,SUP-0350,supplies,874852.2145435682,90,0.7969999642546974,4,road
SUP-0135,SUP-0293,supplies,6223223.4966626065,90,0.9156672471758209,18,ocean
SUP-0389,SUP-0116,supplies,293016.6092613539,90,0.7183285834042166,6,road
SUP-0094,SUP-0332,supplies,13022113.23678148,30,0.880510872105329,4,road
SUP-0246,SUP-0298,ships_via,269777.6749873646,60,0.8691425041211834,14,ocean
SUP-0471,SUP-0099,finances,54108.88718538613,90,0.7582038742321977,4,road
SUP-0334,SUP-0315,ships_via,10071.3365889199,45,0.7132523959346223,24,ocean
SUP-0422,SUP-0260,supplies,156737.42562656975,60,0.6897223601837279,19,ocean
SUP-0100,SUP-0402,supplies,4927339.188254729,90,0.8123768333718748,4,road
SUP-0012,SUP-0195,ships_via,4772919.049625709,120,0.9760571106014125,11,ocean
SUP-0416,SUP-0445,ships_via,1020196.4434506879,30,0.8937343109032417,20,ocean
SUP-0281,SUP-0268,owns,937788.0105010516,90,0.8464594870730519,23,ocean
SUP-0389,SUP-0470,supplies,1616191.0467705273,45,0.9463390024196731,5,road
SUP-0421,SUP-0050,supplies,1807389.5372508892,90,0.850411394575703,3,air
SUP-0187,SUP-0063,supplies,5500989.108470713,90,0.6982514971536866,8,road
SUP-0055,SUP-0109,finances,2041980.3672032347,90,0.9161606923821529,4,road
SUP-0481,SUP-0408,ships_via,343666.09665368695,120,0.87793445774647,14,ocean
SUP-0152,SUP-0253,finances,302384.2867021134,120,0.9030071000804304,6,road
SUP-0080,SUP-0337,ships_via,3068974.2298282064,120,0.9862988714949875,11,ocean
SUP-0285,SUP-0009,owns,347269.61048905546,60,0.8935681772615403,27,ocean
SUP-0010,SUP-0185,supplies,468143.18882210064,60,0.6300262815682404,4,road
SUP-0029,SUP-0176,finances,10440802.990714232,45,0.9137469564969373,14,ocean
SUP-0381,SUP-0461,finances,4581376.226067729,45,0.7803240474822275,21,rail
SUP-0044,SUP-0052,finances,38680016.89109841,90,0.5712439324321588,6,ocean
SUP-0300,SUP-0430,finances,7099489.801161576,45,0.8066414551047405,5,road
